"","district","village","district_harmonized","village_harmonized","longitute","latitude"
"485","Dugda","Wadessa Orgocco","","",38.81881714,8.13808614
"486","Dugda","Waldaa Maqdalaa","","",38.83333333,8.166666667
"487","Dugda","Wayyu Gabreel","","",38.81881714,8.13808614
"488","Enderta","Chelekot","","",39.54236984,13.4714333
"489","Enderta","Didba","","",39.54236984,13.4714333
"490","Enderta","Felege Selam","","",39.54236984,13.4714333
"491","Enderta","Kedamay Weyane","","",39.54236984,13.4714333
"492","F/L/W","Demama ","","",37.0366055555556,11.0823777777778
"493","F/L/W","angeref","","",37.0423453191489,11.0743427659574
"494","F/L/W","gunjal","","",37.0412992,11.08144922
"495","Fagita","AYinabera","","",37.0059593333333,11.0960876666667
"496","Fagita","Ayinabera","","",37.0052,11.09311
"497","Fagita","Besna","","",37.017105,11.088355
"498","Fagita","Enkuach","","",37.000025,11.09484
"499","Fagita","kob abo","","",37.01194,11.10474
"500","Fagita","komadure","","",37.0109066666667,11.09745
"501","Fagita","kub abo","","",37.0055575,11.10151
"502","Fagita","kunta","","",37.0182525,11.106285
"503","Fagita","sendwha","","",37.008975,11.0947375
"504","Fagita","warebta","","",37.01096,11.09267
"505","Fagita","waz","","",37.0143557142857,11.0988802380952
"506","Fagta","aminabra","","",37.010615,11.0946716666667
"507","Fagta","waz","","",37.0120683333333,11.0963533333333
"508","Fagta","waz ","","",37.0124166666667,11.1679216666667
"509","Fagta Lokoma","Aminabera","","",NA,NA
"510","Fagta Lokoma","angerf","","",NA,NA
"511","Fagta Lokoma","dimama","","",NA,NA
"512","Fagta Lokoma","gunjan","","",NA,NA
"513","Fagta Lokoma","waz","","",NA,NA
"514","Fedis","Aydora","","",NA,NA
"515","Fedis","Iftu","","",NA,NA
"516","Fedis ","Dina haqa _","","",42.03333333,8.833333333
"517","Fedis ","Dina haqa _A/ Mude","","",42.03333333,8.833333333
"518","Fedis ","Dina haqa _Adono","","",42.03333333,8.833333333
"519","Fedis ","Dina haqa _Bonaya","","",42.03333333,8.833333333
"520","Fedis ","Dina haqa _Cufata","","",42.03333333,8.833333333
"521","Fedis ","Dina haqa _Haye","","",42.03333333,8.833333333
"522","Fedis ","Dina haqa _Qallu","","",42.03333333,8.833333333
"523","Fedis ","Dina haqa _Ture","","",42.03333333,8.833333333
"524","Fedis ","Iftu_Aliyaya","","",42.03333333,8.833333333
"525","Fedis ","Iftu_Gobo","","",42.03333333,8.833333333
"526","Fedis ","Iftu_Gohey","","",42.03333333,8.833333333
"527","Fedis ","Iftu_Guda","","",42.03333333,8.833333333
"528","Fedis ","Iftu_Hure","","",42.03333333,8.833333333
"529","Fedis ","Iftu_Kambo","","",42.03333333,8.833333333
"530","Fedis ","Iftu_Kore","","",42.03333333,8.833333333
"531","Fedis ","Iftu_Mude","","",42.03333333,8.833333333
"532","Fedis ","Iftu_Nole","","",42.03333333,8.833333333
"533","Fedis ","Iftu_Qarre","","",42.03333333,8.833333333
"534","Fedis ","Iftu_kuttaye","","",42.03333333,8.833333333
"535","Fedis ","Malka_Kalata","","",42.03333333,8.833333333
"536","Fedis ","Malka_Kulaliti","","",42.03333333,8.833333333
"537","Fedis ","Malka_Nole","","",42.03333333,8.833333333
"538","Fedis ","Malka_Shanko","","",42.03333333,8.833333333
"539","Fedis ","Malka_Toro","","",42.03333333,8.833333333
"540","Fedis ","Malka_Umare","","",42.03333333,8.833333333
"541","Fedis ","N/U/Kulle_Abuno","","",42.03333333,8.833333333
"542","Fedis ","N/U/Kulle_Adem","","",42.03333333,8.833333333
"543","Fedis ","N/U/Kulle_Alasat","","",42.03333333,8.833333333
"544","Fedis ","N/U/Kulle_Magalo","","",42.03333333,8.833333333
"545","Fedis ","N/U/Kulle_Nago","","",42.03333333,8.833333333
"546","Fedis ","N/U/Kulle_Walado","","",42.03333333,8.833333333
"547","Fedis ","N/U/Kulle_Yobo","","",42.03333333,8.833333333
"548","Fedis ","Q/Lenca_Barento","","",42.03333333,8.833333333
"549","Fedis ","Q/Lenca_Bubu","","",42.03333333,8.833333333
"550","Fedis ","Q/Lenca_Diramu","","",42.03333333,8.833333333
"551","Fedis ","Q/Lenca_Fodu","","",42.03333333,8.833333333
"552","Fedis ","Q/Lenca_Giri","","",42.03333333,8.833333333
"553","Fedis ","Q/Lenca_Gutayu","","",42.03333333,8.833333333
"554","Fedis ","Q/Lenca_L/cunqula","","",42.03333333,8.833333333
"555","Fedis ","Q/Lenca_L/wacco","","",42.03333333,8.833333333
"556","Fedis ","Q/Lenca_Nure","","",42.03333333,8.833333333
"557","GORO","ABADO BUKESA","","",38.08333,8.416667
"558","GORO","BURKA BIDO","","",38.08333,8.416667
"559","GORO","C/TADIRA","","",NA,NA
"560","GORO","SINANNA AMAYA GUTE","","",38.08333,8.416667
"561","Gamado","Tashoma","","",39.434316,8.663253
"562","Gobez","Showangizaw","","",39.434316,8.663253
"563","Gobicha",NA,"","",NA,NA
"564","Godana","Gutama","","",39.434316,8.663253
"565","Gonchasiso enesie","enegodie (012)","","",NA,NA
"566","Gonchasiso enesie","laytach michael","","",NA,NA
"567","Gooroo","W/Nagaya","","",40.479935,6.991395
"568","Gor","A/Wadesa","","",37.93337316,8.48946686
"569","Goro"," A/Wadesa","","",37.93337316,8.48946686
"570","Goro"," Soyoma","","",37.93337316,8.48946686
"571","Goro","A/ Wadesa","","",37.9333731583508,8.4894668601518
"572","Goro","A/Wadesa","","",37.93337316,8.48946686
"573","Goro","A/wadesa","","",NA,NA
"574","Goro","Ch/Mana","","",40.58333333,6.75
"575","Goro","Cinciri Ambasaa","","",38.08333,8.416667
"576","Goro","Dambal Didila","","",38.08333,8.416667
"577","Goro","G/Rogda","","",37.93337316,8.48946686
"578","Goro","G/Rogdo","","",NA,NA
"579","Goro","G/rogda","","",37.93337316,8.48946686
"580","Goro","Gambela Goro","","",38.08333,8.416667
"581","Goro","L/Abu","","",37.93337316,8.48946686
"582","Goro","Qanxara Dida","","",38.08333,8.416667
"583","Goro","Soyoma","","",37.93337316,8.48946686
"584","Goro","W/Chafa","","",40.479935,6.991395
"585","Goro","W/Chefa","","",40.479935,6.991395
"586","Goro","W/Gobu","","",40.58333333,6.75
"587","Goror","A/Wadesa","","",37.93337316,8.48946686
"588","Goror","A/wadesa","","",NA,NA
"589","Gro","G/Rogda","","",37.93337316,8.48946686
"590","Gudeya Bila","Ifa biyya","","",37.02581,9.289232
"591","Gudeya Bila","Jawaja","","",37.02581,9.289232
"592","Gurawa","A/Wariyo","","",41.837227,9.137946
"593","Gurawa","Ali","","",41.837227,9.137946
"594","Gurawa","Aliyaa","","",41.837227,9.137946
"595","Gurawa","Arrojjii","","",41.837227,9.137946
"596","Gurawa","Balloo","","",41.837227,9.137946
"597","Gurawa","Bilii","","",41.837227,9.137946
"598","Gurawa","Birbirsa-Adam","","",41.66666667,8.916666667
"599","Gurawa","Birbirsa-Bune","","",41.66666667,8.916666667
"600","Gurawa","Birbirsa-Doluu","","",41.66666667,8.916666667
"601","Gurawa","Birbirsa-Gabayo","","",41.66666667,8.916666667
"602","Gurawa","Birbirsa-Goda","","",41.66666667,8.916666667
"603","Gurawa","Birbirsa-Shante","","",41.66666667,8.916666667
"604","Gurawa","Birbirsa-Tuyyoo","","",41.66666667,8.916666667
"605","Gurawa","Boruu","","",41.837227,9.137946
"606","Gurawa","Buko","","",41.837227,9.137946
"607","Gurawa","Bune","","",41.837227,9.137946
"608","Gurawa","Dhanqa","","",41.837227,9.137946
"609","Gurawa","Eluwa","","",41.837227,9.137946
"610","Gurawa","Eree","","",41.837227,9.137946
"611","Gurawa","Furdaa","","",41.837227,9.137946
"612","Gurawa","Gabaya","","",41.837227,9.137946
"613","Gurawa","Gobo","","",41.837227,9.137946
"614","Gurawa","Goda","","",41.837227,9.137946
"615","Gurawa","Gooda","","",41.837227,9.137946
"616","Gurawa","Ibroo","","",41.837227,9.137946
"617","Gurawa","J/Gamachu-Aroji","","",41.66666667,8.916666667
"618","Gurawa","J/Gamachu-Arroji","","",41.66666667,8.916666667
"619","Gurawa","J/Gamachu-Buukko","","",41.66666667,8.916666667
"620","Gurawa","J/Gamachu-Ere","","",41.66666667,8.916666667
"621","Gurawa","J/Gamachu-Kura","","",41.66666667,8.916666667
"622","Gurawa","J/Gamachu-Muumad","","",41.66666667,8.916666667
"623","Gurawa","J/Gamachu-Ordee","","",41.66666667,8.916666667
"624","Gurawa","K/Ali","","",41.837227,9.137946
"625","Gurawa","K/Mude","","",41.837227,9.137946
"626","Gurawa","Kuraa","","",41.837227,9.137946
"627","Gurawa","L Somaloo-Afaare","","",41.66666667,8.916666667
"628","Gurawa","L Somaloo-Affare","","",41.66666667,8.916666667
"629","Gurawa","L Somaloo-Areele","","",41.66666667,8.916666667
"630","Gurawa","L Somaloo-Dandano","","",41.66666667,8.916666667
"631","Gurawa","L Somaloo-Hashawa","","",41.66666667,8.916666667
"632","Gurawa","L Somaloo-Haydero","","",41.66666667,8.916666667
"633","Gurawa","L Somaloo-Heydaro","","",41.66666667,8.916666667
"634","Gurawa","L Somaloo-Qalaxa","","",41.66666667,8.916666667
"635","Gurawa","L Somaloo-Qefra","","",41.66666667,8.916666667
"636","Gurawa","L Somaloo-Umer","","",41.66666667,8.916666667
"637","Gurawa","Mulata","","",41.837227,9.137946
"638","Gurawa","Mumed","","",41.837227,9.137946
"639","Gurawa","Nunuu","","",41.837227,9.137946
"640","Gurawa","Ordee","","",41.837227,9.137946
"641","Gurawa","Shante","","",41.837227,9.137946
"642","Gurawa","Tatessa-A/Ali","","",41.66666667,8.916666667
"643","Gurawa","Tatessa-A/tambo","","",41.66666667,8.916666667
"644","Gurawa","Tatessa-Aliye","","",41.66666667,8.916666667
"645","Gurawa","Tatessa-Biro","","",41.66666667,8.916666667
"646","Gurawa","Tatessa-Lide","","",41.66666667,8.916666667
"647","Gurawa","Tatessa-Tabiya","","",41.66666667,8.916666667
"648","Gurawa","Tatessa-Turo","","",41.66666667,8.916666667
"649","Gurawa","Tatessa-U/Ali","","",41.66666667,8.916666667
"650","Gurawa","Tuyo","","",41.837227,9.137946
"651","Gurawa","U/Abdula","","",41.837227,9.137946
"652","Gurawa","U/mussa","","",41.837227,9.137946
"653","Gurawa","Umer","","",41.837227,9.137946
"654","Gurawa",NA,"","",41.66666667,8.916666667
"655","Gurmu","Talila","","",39.434316,8.663253
"656","Habru","Agamsa","","",39.66666667,NA
"657","Habru","Anto","","",39.66666667,NA
"658","Habru","Arawa","","",39.66666667,NA
"659","Habru","Aremfema","","",39.66666667,NA
"660","Habru","Arwa","","",39.66666667,NA
"661","Habru","Aselel","","",39.66666667,NA
"662","Habru","Boda","","",39.66666667,NA
"663","Habru","Ergbo","","",39.66666667,NA
"664","Habru","Ergibo","","",39.66666667,NA
"665","Habru","Kokono","","",39.66666667,NA
"666","Habru","Kule  Darimo","","",NA,NA
"667","Habru","Kule  Koba","","",NA,NA
"668","Habru","Kule  Kukubi","","",39.66666667,NA
"669","Habru","Kule  Menebey","","",41.66666667,NA
"670","Habru","Kule  Qundi","","",41.66666667,NA
"671","Habru","Kule  Wachu","","",NA,NA
"672","Habru","Kulie","","",39.66666667,NA
"673","Habru","Menen tela","","",39.66666667,NA
"674","Habru","Menentela  Bode","","",NA,NA
"675","Habru","Menentela  Diko","","",NA,NA
"676","Habru","Menentela  Kerchem","","",NA,NA
"677","Habru","Menentela  Menentela","","",NA,NA
"678","Habru","Menentela  Tinguamba","","",NA,NA
"679","Habru","Menentela  Tnjito","","",NA,NA
"680","Habru","Menentela  Werelalo","","",NA,NA
"681","Habru","Qrani","","",39.66666667,NA
"682","Habru","Sadatu","","",39.66666667,NA
"683","Habru","Weserkoto","","",39.66666667,NA
"684","Habru","Woreyegu","","",39.66666667,NA
"685","Habru","Woreyigu","","",39.66666667,NA
"686","Habru","Woryigu","","",39.66666667,NA
"687","Habru","weseqoto","","",39.66666667,NA
"688","Habru","weserkoto","","",39.66666667,NA
"689","Habru","woldia kurkura","","",39.66666667,NA
"690","Halaba","Abalecho","","",38.1911073333333,7.403286
"691","Halaba","Azobada","","",38.1941130232558,7.40328465116279
"692","Halaba","Giba","","",38.1919004761905,7.40334142857143
"693","Halaba","Harareso","","",38.1567474285714,7.40422628571429
"694","Halaba","L/Sifama","","",38.1704595833333,7.40497791666667
"695","Halaba","Mereta","","",38.1621572222222,7.40463805555556
"696","Halaba","Sifame","","",38.155192,7.405486
"697","Halaba","Weshera","","",38.1930909523809,7.40327809523809
"698","Hordofa","Damxo","","",39.434316,8.663253
"699","Horro Bulluk","Abile","","",37.02581,9.289232
"700","Horro Bulluk","Chabir","","",37.0442691839623,9.25741766509434
"701","Humbo","A.shoga","","",38.243488,7.793863
"702","Humbo","A.sipa","","",38.243488,7.793863
"703","Humbo","AMPO KOYSHA_02(KOYSHA)","","",37.78273,6.74985314285714
"704","Humbo","AMPO KOYSHA_bossa","","",37.7821870833333,6.755505
"705","Humbo","AMPO KOYSHA_m/ella","","",37.7783255555556,6.75206166666667
"706","Humbo","Abe","","",37.5785669230769,6.56796384615385
"707","Humbo","Abela","","",37.488612,6.480916
"708","Humbo","Bosa Wanche_ketena -1","","",37.792784137931,6.76070137931034
"709","Humbo","Bosa Wanche_ketena -2","","",37.7916883783784,6.76115648648649
"710","Humbo","Bosa Wanche_ketena -3","","",37.7939367741935,6.76140387096774
"711","Humbo","Chare","","",37.751534,6.717836
"712","Humbo","Dogala","","",37.6917889655172,6.67010931034483
"713","Humbo","Hagaza","","",37.5731477777778,6.54824111111111
"714","Humbo","Hamus","","",37.7516207692308,6.73887307692308
"715","Humbo","Hgaza","","",37.54418,6.44117
"716","Humbo","Shichora ","","",37.4975855555556,6.48013722222222
"717","Humbo","Shochora Fisho","","",37.3348579,6.5911897
"718","Humbo","Terzeza","","",37.5572422727273,6.52719590909091
"719","Humbo","Wargu","","",37.5523742857143,6.51271428571429
"720","Humbo","chare","","",37.75191,6.77171
"721","Humbo","dogala","","",37.7513611111111,6.72446333333333
"722","Humbo","dongala","","",37.75143,6.716935
"723","Hurumu","Gaba","","",NA,NA
"724","Hurumu","Tomayobi","","",NA,NA
"725","Jarso"," Ahmad dhiro_Ale","","",NA,NA
"726","Jarso"," Ahmad dhiro_Kora","","",NA,NA
"727","Jarso"," Ahmad dhiro_Saphalo","","",NA,NA
"728","Jarso"," Ahmad dhiro_Sarirta","","",NA,NA
"729","Jarso"," Ahmad dhiro_kora","","",NA,NA
"730","Jarso","Afuguga_Elemo","","",NA,NA
"731","Jarso","Afuguga_Hulumqo","","",NA,NA
"732","Jarso","Afuguga_Hulunqo","","",NA,NA
"733","Jarso","Afuguga_Kuyyu","","",NA,NA
"734","Jarso","Afuguga_Qorkee","","",NA,NA
"735","Jarso","Afuguga_Sombe","","",NA,NA
"736","Jarso","Afuguga_Tuluba","","",NA,NA
"737","Jarso","Afuguga_W/Calla","","",NA,NA
"738","Jarso","Balina","","",42.175,9.34
"739","Jarso","Biftu","","",42.175,9.34
"740","Jarso","Borate","","",42.175,9.34
"741","Jarso","Buka maya","","",42.175,9.34
"742","Jarso","Burqa","","",42.175,9.34
"743","Jarso","Damaqsa","","",42.175,9.34
"744","Jarso","Dursitu","","",42.175,9.34
"745","Jarso","Finqille","","",42.175,9.34
"746","Jarso","Funyani","","",42.175,9.34
"747","Jarso","G/Funyan","","",42.175,9.34
"748","Jarso","Gara Abdula_Kuyu","","",NA,NA
"749","Jarso","Gara Abdula_Sadiqa","","",NA,NA
"750","Jarso","Godana","","",42.175,9.34
"751","Jarso","Guyama","","",42.175,9.34
"752","Jarso","Horo","","",42.175,9.34
"753","Jarso","I/Jalala_Ambaro","","",NA,NA
"754","Jarso","I/Jalala_G/ Usman","","",NA,NA
"755","Jarso","I/Jalala_Glusman","","",NA,NA
"756","Jarso","I/Jalala_Golo","","",NA,NA
"757","Jarso","I/Jalala_Hamdo","","",NA,NA
"758","Jarso","I/Jalala_Limay","","",NA,NA
"759","Jarso","I/Jalala_Q/E Hoke","","",NA,NA
"760","Jarso","I/Nura","","",42.175,9.34
"761","Jarso","Jaalala","","",42.175,9.34
"762","Jarso","Milkawaa","","",42.175,9.34
"763","Jarso","Nagayaa","","",42.175,9.34
"764","Jarso","Raajoota","","",42.175,9.34
"765","Jarso","W/Bushen","","",42.175,9.34
"766","Jarso","Walda","","",42.175,9.34
"767","Jima","Gutama","","",39.434316,8.663253
"768","Kabada","Tigist","","",39.434316,8.663253
"769","Kersa","Boru","","",41.86639,9.455
"770","Kersa","Koree","","",41.86639,9.455
"771","Kersa","Said","","",41.86639,9.455
"772","Kersa","Usman","","",41.86639,9.455
"773","Kersa","Wariyo","","",41.86639,9.455
"774","Kersa","Xura","","",41.86639,9.455
"775","Kilteawulaelo","Aynalem","","",39.58605766,13.69469197
"776","Kilteawulaelo","Genfel","","",39.58605766,13.69469197
"777","Kilteawulaelo","Hayelom","","",39.58605766,13.69469197
"778","Kilteawulaelo","Maykuha ","","",39.58605766,13.69469197
"779","Kumbi","Banti","","",39.434316,8.663253
"780","Kumbi","Ragasa","","",39.434316,8.663253
"781","Kurfa Calle","Abrahim_Araddaa","","",41.824738,9.237648
"782","Kurfa Calle","Abrahim_Babbo","","",41.824738,9.237648
"783","Kurfa Calle","Abrahim_Garadi","","",41.824738,9.237648
"784","Kurfa Calle","Aradda_Babbo","","",41.824738,9.237648
"785","Kurfa Calle","Arela Tika_Aga","","",41.824738,9.237648
"786","Kurfa Calle","Arela Tika_Dhoqa","","",41.824738,9.237648
"787","Kurfa Calle","Arela Tika_Goro","","",41.824738,9.237648
"788","Kurfa Calle","Arela Tika_Haras","","",41.824738,9.237648
"789","Kurfa Calle","Arela Tika_Hunda","","",41.824738,9.237648
"790","Kurfa Calle","Arela Tika_Quxi","","",41.824738,9.237648
"791","Kurfa Calle","Arelle gudda_Abrahim","","",41.824738,9.237648
"792","Kurfa Calle","Arelle gudda_Araddaa","","",41.824738,9.237648
"793","Kurfa Calle","Arelle gudda_Babbo","","",41.824738,9.237648
"794","Kurfa Calle","Arelle gudda_Garadi","","",41.824738,9.237648
"795","Kurfa Calle","Arelle gudda_Haajii","","",41.824738,9.237648
"796","Kurfa Calle","Arelle gudda_Idiriis","","",41.824738,9.237648
"797","Kurfa Calle","Arelle gudda_Maaya","","",41.824738,9.237648
"798","Kurfa Calle","Arelle gudda_Quxii","","",41.824738,9.237648
"799","Kurfa Calle","Arelle gudda_Rarado","","",41.824738,9.237648
"800","Kurfa Calle","Arelle gudda_Tune","","",41.824738,9.237648
"801","Kurfa Calle","J/Bali_Cafa","","",41.824738,9.237648
"802","Kurfa Calle","J/Bali_Elemo","","",41.824738,9.237648
"803","Kurfa Calle","J/Bali_Kerayu","","",41.824738,9.237648
"804","Kurfa Calle","J/Bali_Manago","","",41.824738,9.237648
"805","Kurfa Calle","J/Bali_Musa","","",41.824738,9.237648
"806","Kurfa Calle","J/Bali_Tulle","","",41.824738,9.237648
"807","Kurfa Calle","J/Bali_Usho","","",41.824738,9.237648
"808","Kurfa Calle","J/Bali_Wardiyu","","",41.824738,9.237648
"809","Kurfa Calle","J/Gamachu_Abrahim","","",41.824738,9.237648
"810","Kurfa Calle","J/Gamachu_Adam","","",41.824738,9.237648
"811","Kurfa Calle","J/Gamachu_Arejjii","","",41.824738,9.237648
"812","Kurfa Calle","J/Gamachu_Mino","","",41.824738,9.237648
"813","Kurfa Calle","J/Gamachu_Qajela","","",41.824738,9.237648
"814","Kurfa Calle","J/Gamachu_Sadiq","","",41.824738,9.237648
"815","Kurfa Calle","J/Gamachu_Somolo","","",41.824738,9.237648
"816","Kurfa Calle","Tune_Babbo","","",41.824738,9.237648
"817","L/adyabo","Mdre-felasi","","",NA,NA
"818","LEMO","DIJO-DEMALA_Dade","","",37.901472,7.6705844
"819","LEMO","DIJO-DEMALA_Homa","","",37.89603,7.67739333333333
"820","LEMO","DIJO-DEMALA_Lenka","","",37.8773828571429,7.59097380952381
"821","LEMO","DIJO-DEMALA_Marbet","","",37.90584,7.671202
"822","LEMO","DIJO-DEMALA_Murjo","","",37.9054815384615,7.67004076923077
"823","LEMO","KIDIGISA_Batenna","","",37.86584,7.59932
"824","LEMO","KIDIGISA_Duna","","",37.8564,7.55296
"825","LEMO","KIDIGISA_Gabo","","",37.8590951724138,7.61568310344828
"826","LEMO","KIDIGISA_Hahongoreme","","",37.85989,7.60029
"827","LEMO","KIDIGISA_Lemsela","","",37.8564,7.55296
"828","LEMO","Lareba","","",37.869391097561,7.51184804878049
"829","LEMO","SEDAMA_1","","",37.8564,7.55296
"830","LEMO","SEDAMA_10","","",37.81291,7.46261
"831","LEMO","SEDAMA_2","","",37.8564,7.55296
"832","LEMO","SEDAMA_3","","",37.8127480645161,7.46990193548387
"833","LEMO","SEDAMA_4","","",37.8409371428571,7.51748714285714
"834","LEMO","SEDAMA_5","","",37.8186075,7.461175
"835","LEMO","SEDAMA_6","","",37.8164,7.45296
"836","LEMO","SEDAMA_7","","",37.81298,7.46161
"837","LEMO","SHECHA-ROMA_10","","",37.85975,7.4894
"838","LEMO","SHECHA-ROMA_11","","",37.85975,7.4894
"839","LEMO","SHECHA-ROMA_12","","",37.85483,7.55296
"840","LEMO","SHECHA-ROMA_13","","",37.8553,7.55296
"841","LEMO","SHECHA-ROMA_14","","",37.85271,7.55296
"842","LEMO","SHECHA-ROMA_2","","",37.87156,7.50939
"843","LEMO","SHECHA-ROMA_3","","",37.86682,7.5074
"844","LEMO","SHECHA-ROMA_4","","",37.86257,7.50268109090909
"845","LEMO","SHECHA-ROMA_5","","",37.8564,7.55296
"846","LEMO","SHECHA-ROMA_6","","",37.85778,7.55296
"847","LEMO","SHECHA-ROMA_7","","",37.8613292307692,7.49921846153846
"848","LEMO","SHECHA-ROMA_8","","",37.8564,7.55296
"849","LEMO","SHECHA-ROMA_9","","",37.86133,7.49224
"850","LEMO","Shurmo","","",37.8844259550562,7.63641921348315
"851","LUME","FINCAHA","","",39.16666667,8.583333333
"852","LUME","GOLJE DIDIMA","","",39.16666667,8.583333333
"853","Laelay- adyabo","Adi-kahsu","","",NA,NA
"854","Lama","Mulu","","",39.434316,8.663253
"855","Lemo","Lisan Senna","","",37.9327605,7.5471055
"856","Limat","D.tem","","",NA,NA
"857","Lome","Arifata Jogola","","",39.16666667,8.583333333
"858","Lome","Biyo Bisike","","",39.16666667,8.583333333
"859","Lome","Danse Shumbure","","",39.16666667,8.583333333
"860","Lome","Jogo Gudedo","","",39.16666667,8.583333333
"861","Lume"," Dh/b/Kaawaa","","",39.07081604,8.47101398
"862","Lume","BIKA","","",39.16666667,8.583333333
"863","Lume","Dh/B/kaawaa","","",39.07081604,8.47101398
"864","Lume","Dh/b/kaawaa","","",39.07081604,8.47101398
"865","Lume","Ejersa Jorro","","",39.16666667,8.583333333
"866","Lume","Malmale","","",39.16666667,8.583333333
"867","Lume","Xade dildima","","",39.07081604,8.47101398
"868","Meket","14","","",NA,NA
"869","Meket","Abye","","",NA,NA
"870","Meket","Arbit","","",NA,NA
"871","Meket","Arbit ","","",NA,NA
"872","Meket","Arenzit","","",NA,NA
"873","Meket","Arenzit ","","",NA,NA
"874","Meket","Atewa","","",NA,NA
"875","Meket","Awuye","","",NA,NA
"876","Meket","Bereket","","",38.472744,11.738629
"877","Meket","Betnara","","",NA,NA
"878","Meket","Betnora","","",NA,NA
"879","Meket","Bulay","","",NA,NA
"880","Meket","Gonfufer","","",38.472744,11.738629
"881","Meket","Gonfuferi","","",38.472744,11.738629
"882","Meket","Jilden","","",NA,NA
"883","Meket","Jirlie","","",NA,NA
"884","Meket","Kebele-29","","",38.472744,11.738629
"885","Meket","Kebele-32","","",38.472744,11.738629
"886","Meket","Kolie","","",NA,NA
"887","Meket","Qolie","","",NA,NA
"888","Meket","Sentikie","","",NA,NA
"889","Meket","ShSHifta","","",38.472744,11.738629
"890","Meket","Shinet Wuha","","",38.472744,11.738629
"891","Meket","Warkaye","","",NA,NA
"892","Meket","Werkeye","","",NA,NA
"893","Meket","Werkkaye","","",NA,NA
"894","Meket","Weyra","","",NA,NA
"895","Meket","Workamba","","",38.472744,11.738629
"896","Meket","Zemenwuha","","",NA,NA
"897","Meket","Zihon","","",NA,NA
"898","Meket","addis alem","","",NA,NA
"899","Meket","afaf mesk","","",NA,NA
"900","Meket","akalu beret","","",NA,NA
"901","Meket","amanuel","","",NA,NA
"902","Meket","amora bahir","","",NA,NA
"903","Meket","anchm","","",NA,NA
"904","Meket","arebit","","",NA,NA
"905","Meket","arenzit","","",NA,NA
"906","Meket","atie wuha","","",NA,NA
"907","Meket","betnora","","",NA,NA
"908","Meket","boda","","",NA,NA
"909","Meket","gicha","","",NA,NA
"910","Meket","gub dula","","",NA,NA
"911","Meket","guday","","",NA,NA
"912","Meket","gulmas","","",NA,NA
"913","Meket","jebden ","","",NA,NA
"914","Meket","jerlie","","",NA,NA
"915","Meket","kasegne 1","","",NA,NA
"916","Meket","kasegne 2","","",NA,NA
"917","Meket","kasgne 1","","",NA,NA
"918","Meket","kela 1","","",NA,NA
"919","Meket","kes","","",NA,NA
"920","Meket","kolie","","",NA,NA
"921","Meket","lay mender","","",NA,NA
"922","Meket","mengile","","",38.472744,11.738629
"923","Meket","mesno wuha","","",NA,NA
"924","Meket","shewa ber","","",NA,NA
"925","Meket","sisay 1","","",NA,NA
"926","Meket","sisay 2","","",NA,NA
"927","Meket","tay mender","","",NA,NA
"928","Meket","tegihr","","",38.472744,11.738629
"929","Meket","tibey mesk","","",NA,NA
"930","Meket","tiru dega","","",NA,NA
"931","Meket","weyra","","",NA,NA
"932","Meket","zehon","","",NA,NA
"933","Meket",NA,"","",38.472744,11.738629
"934","Melfa","D.tem","","",NA,NA
"935","Meta","B. Gadii","","",41.5075,9.345559
"936","Meta","B. Gama","","",41.5075,9.345559
"937","Meta","B. Olii","","",41.5075,9.345559
"938","Meta","Illi","","",41.5075,9.345559
"939","Meta","Sharifota","","",41.5075,9.345559
"940","Meta","Yaabatuu","","",41.5075,9.345559
"941","Metema","Aftit","","",36.200199,12.932961
"942","Metema","Godie","","",36.200199,12.932961
"943","Metema","Mender 1","","",36.200199,12.932961
"944","Metema","ch/matbekia","","",36.200199,12.932961
"945","Metema","ketena 5","","",36.200199,12.932961
"946","Metema","ketena 6","","",36.200199,12.932961
"947","Metema","kumer","","",36.200199,12.932961
"948","Metema","selamber","","",36.200199,12.932961
"949","Metta","Dursitu_HesenTere","","",41.68,9.43
"950","Metta","Dursitu_Qalata","","",41.68,9.43
"951","Metta","G/Biyyo-Arso","","",41.68,9.43
"952","Metta","G/Biyyo-Galan","","",41.68,9.43
"953","Metta","G/Biyyo-Galiya","","",41.68,9.43
"954","Metta","G/Biyyo-Goro","","",41.68,9.43
"955","Metta","G/Biyyo-Kunche","","",41.68,9.43
"956","Metta","G/Biyyo-Ture","","",41.68,9.43
"957","Metta","G/Biyyo-Wataro","","",41.68,9.43
"958","Metta","Haqabas Balifaa ","","",41.68,9.43
"959","Metta","Haqabas Bokkace","","",41.68,9.43
"960","Metta","Haqabas Surree","","",41.68,9.43
"961","Metta","Haqabas-Baliifa","","",41.68,9.43
"962","Metta","Haqabas-Suree","","",41.68,9.43
"963","Metta","Haqabas_Balifa","","",41.68,9.43
"964","Metta","Haqabas_Suree","","",41.68,9.43
"965","Metta","Ifa Biftu-Abdii","","",41.68,9.43
"966","Metta","Ifa Biftu-Binbered","","",41.68,9.43
"967","Metta","Ifa Biftu-Sukee","","",41.68,9.43
"968","Metta","Ifa Biftu-bubbee","","",41.68,9.43
"969","Metta","Walensu#2_","","",41.68,9.43
"970","Metta","Walensu#2_Alii","","",41.68,9.43
"971","Metta","Walensu#2_Azayi","","",41.68,9.43
